miles,passengers,delay,inflight_meal,inflight_entertainment,inflight_wifi,day_of_week,redeye,weekend,coach_price,firstclass_price,hours
2016,219,0,No,Yes,Yes,Friday,No,Yes,426.08,1542.28,4
3695,220,0,No,Yes,Yes,Wednesday,No,No,359.365,1387.34,7
572,215,0,Yes,Yes,Yes,Saturday,No,Yes,402.31,1614.91,1
1724,208,0,No,No,Yes,Sunday,No,Yes,324.27,1516.66,3
2119,212,0,Yes,Yes,Yes,Friday,No,Yes,460.205,1661.08,4
2201,217,0,No,No,Yes,Saturday,No,Yes,402.075,1472.58,4
582,216,0,No,Yes,Yes,Sunday,No,Yes,348.5,1542.31,1
2455,202,0,No,Yes,Yes,Sunday,No,Yes,426.385,1673.25,4
1537,203,0,No,Yes,No,Friday,No,Yes,357.065,1472.62,3
1934,215,0,No,No,Yes,Saturday,No,Yes,271.1,1528.59,4
2055,215,0,No,No,Yes,Monday,No,No,270.825,1270.48,4
1793,228,0,No,Yes,Yes,Saturday,No,Yes,480.185,1562.57,3
2448,217,0,No,Yes,Yes,Sunday,No,Yes,444.3,1638.5,4
1442,200,0,No,No,Yes,Sunday,No,Yes,334.36,1547.08,3
498,224,0,Yes,Yes,Yes,Sunday,No,Yes,411.47,1609.39,1
2048,209,0,Yes,Yes,No,Wednesday,No,No,306.9,1230.1,4
2366,216,0,No,Yes,Yes,Sunday,No,Yes,442.49,1572.97,4
3967,203,0,No,Yes,Yes,Wednesday,No,No,336.925,1368.93,7
2592,201,0,No,Yes,Yes,Saturday,No,Yes,415.21,1636.28,5
2494,178,0,Yes,Yes,Yes,Sunday,Yes,Yes,350.94,1656.94,5
1848,212,0,No,Yes,Yes,Tuesday,No,No,345.18,1297.02,3
2548,214,0,Yes,No,Yes,Saturday,No,Yes,426.83,1599,5
4133,214,0,Yes,Yes,Yes,Saturday,No,Yes,483.175,1710.1,8
4039,212,0,No,Yes,Yes,Monday,No,No,397.635,1388.07,7
2579,211,0,No,Yes,No,Tuesday,No,No,313.465,1209.23,5
1921,216,0,No,Yes,Yes,Tuesday,No,No,340.785,1283.51,3
1286,200,0,No,No,Yes,Thursday,No,No,235.27,1175.75,2
4009,174,0,No,Yes,Yes,Saturday,Yes,Yes,371.195,1663.88,7
1313,215,0,Yes,Yes,Yes,Monday,No,No,291.455,1243.78,2
907,209,0,Yes,No,No,Saturday,No,Yes,324.555,1440.82,2
2759,209,0,No,Yes,Yes,Friday,No,Yes,465.065,1621.79,5
2064,214,0,No,Yes,Yes,Sunday,No,Yes,386.61,1628.17,4
4261,215,0,No,Yes,Yes,Saturday,No,Yes,463.745,1646.51,8
2141,217,0,No,Yes,Yes,Sunday,No,Yes,408.125,1540.01,4
955,204,0,No,Yes,Yes,Friday,No,Yes,408.435,1512.13,2
1144,170,0,Yes,Yes,Yes,Friday,Yes,Yes,315.37,1543.46,2
1955,207,0,No,Yes,Yes,Saturday,No,Yes,451.975,1537.47,4
1756,199,0,No,Yes,Yes,Sunday,No,Yes,436.59,1536.33,3
2237,212,0,Yes,No,Yes,Sunday,No,Yes,408.685,1523.62,4
1501,157,0,No,Yes,Yes,Friday,Yes,Yes,347.085,1498.26,3
1303,202,0,No,Yes,Yes,Saturday,No,Yes,448.455,1481.26,2
1197,203,0,No,Yes,Yes,Saturday,No,Yes,335.375,1623.59,2
4117,210,0,Yes,Yes,Yes,Saturday,No,Yes,523.145,1750.1,7
2176,203,0,No,Yes,No,Friday,No,Yes,365.35,1490.44,4
1654,219,0,No,Yes,Yes,Thursday,No,No,338.93,1270.94,3
2951,210,0,No,Yes,Yes,Friday,No,Yes,463.425,1622.32,5
2267,208,0,No,No,Yes,Friday,No,Yes,330.835,1442.81,4
708,208,0,No,Yes,Yes,Thursday,No,No,309.64,1309.89,1
637,209,0,No,Yes,Yes,Monday,No,No,302.215,1211.6,1
4048,200,0,Yes,Yes,Yes,Thursday,No,No,435.98,1370.6,7
867,203,0,Yes,Yes,Yes,Friday,No,Yes,366.235,1499.03,2
2263,215,0,No,Yes,Yes,Tuesday,No,No,285.895,1277.02,4
438,212,0,No,Yes,Yes,Saturday,No,Yes,409.48,1510.41,1
3971,204,0,No,Yes,Yes,Sunday,No,Yes,485.525,1731.54,7
2552,196,0,No,No,Yes,Friday,No,Yes,361.65,1615.98,5
3906,218,0,No,No,Yes,Sunday,No,Yes,401.67,1628.41,7
893,195,0,No,Yes,No,Sunday,No,Yes,364.955,1393.59,2
3898,216,0,No,Yes,Yes,Wednesday,No,No,374.53,1359.36,7
2352,221,0,Yes,No,Yes,Thursday,No,No,268.24,1248.52,4
2384,229,0,No,No,Yes,Tuesday,No,No,278.72,1281.69,4
2088,212,0,No,No,Yes,Saturday,No,Yes,364.15,1485.11,4
1925,208,0,Yes,Yes,Yes,Saturday,No,Yes,408.555,1570.46,4
4155,210,0,No,Yes,No,Friday,No,Yes,407.345,1578.66,8
1161,211,0,No,Yes,Yes,Monday,No,No,261.645,1155.97,2
4150,211,0,No,Yes,Yes,Sunday,No,Yes,454.89,1584.44,8
1170,213,0,No,Yes,Yes,Thursday,No,No,300.57,1227.87,2
619,216,0,No,Yes,No,Friday,No,Yes,301.705,1400.18,1
3124,194,0,No,Yes,Yes,Thursday,No,No,344.76,1301.47,6
2119,199,0,No,Yes,Yes,Wednesday,No,No,324.835,1274.51,4
2775,222,0,No,Yes,Yes,Saturday,No,Yes,463.765,1624.55,5
4228,212,0,No,No,Yes,Wednesday,No,No,384.81,1299.3,8
1088,158,0,No,No,Yes,Saturday,Yes,Yes,220.9,1427.32,2
784,191,0,No,No,Yes,Monday,No,No,254.35,1119.24,1
1761,211,0,No,Yes,Yes,Saturday,No,Yes,441.985,1606.92,3
2297,197,0,No,Yes,Yes,Friday,No,Yes,421.995,1622.86,4
2079,196,0,No,Yes,Yes,Sunday,No,Yes,412.075,1625.84,4
2377,219,0,No,Yes,Yes,Wednesday,No,No,332.055,1278.6,4
676,160,0,No,Yes,Yes,Wednesday,Yes,No,237.25,1205.97,1
2131,210,0,Yes,Yes,Yes,Thursday,No,No,350.805,1372.43,4
2113,195,0,No,Yes,Yes,Saturday,No,Yes,418.025,1625.93,4
1161,202,0,No,Yes,Yes,Monday,No,No,336.305,1315.23,2
756,209,0,Yes,Yes,Yes,Saturday,No,Yes,449.96,1515.92,1
2190,216,0,Yes,No,Yes,Saturday,No,Yes,389.01,1543.01,4
4080,215,0,No,Yes,Yes,Saturday,No,Yes,465.5,1714.74,7
858,208,0,No,Yes,Yes,Friday,No,Yes,446.86,1566.98,2
2604,203,0,No,Yes,Yes,Sunday,No,Yes,428.63,1618.58,5
2809,200,0,Yes,Yes,Yes,Wednesday,No,No,376.475,1361.5,5
2808,212,0,Yes,Yes,Yes,Sunday,No,Yes,445.88,1641.13,5
814,172,0,No,Yes,Yes,Sunday,Yes,Yes,385.21,1485.73,1
2332,212,0,No,Yes,Yes,Sunday,No,Yes,413.22,1566.98,4
2584,217,0,No,Yes,Yes,Saturday,No,Yes,428.48,1609.06,5
2135,166,0,Yes,Yes,Yes,Tuesday,Yes,No,261.555,1321.76,4
2327,175,0,No,Yes,Yes,Sunday,Yes,Yes,358.395,1538.11,4
901,205,0,No,Yes,Yes,Sunday,No,Yes,431.135,1529.66,2
2754,208,0,Yes,Yes,Yes,Saturday,No,Yes,494.33,1635.7,5
820,202,0,No,Yes,Yes,Thursday,No,No,375.78,1297.57,1
752,204,0,No,Yes,No,Sunday,No,Yes,320.24,1441.45,1
1940,199,0,No,Yes,Yes,Sunday,No,Yes,419.07,1527.45,4
4175,220,0,No,Yes,Yes,Saturday,No,Yes,514.515,1738.39,8
3981,220,0,Yes,Yes,Yes,Friday,No,Yes,451.155,1699.11,7
1687,213,0,No,Yes,Yes,Wednesday,No,No,325.925,1227.95,3
1898,197,0,Yes,Yes,Yes,Saturday,No,Yes,445.83,1611.06,3
2082,203,0,No,Yes,No,Friday,No,Yes,373.73,1441.29,4
2010,222,0,No,Yes,No,Friday,No,Yes,328.64,1549.89,4
2572,222,0,Yes,Yes,Yes,Saturday,No,Yes,489.19,1642.99,5
2421,203,0,No,Yes,Yes,Saturday,No,Yes,426.865,1573.31,4
2073,211,0,No,Yes,Yes,Tuesday,No,No,378.695,1280.57,4
1426,209,0,No,Yes,Yes,Saturday,No,Yes,373.13,1545.95,3
2179,214,0,Yes,Yes,Yes,Saturday,No,Yes,448.335,1631.75,4
1839,203,0,No,Yes,Yes,Tuesday,No,No,328.945,1273.06,3
2614,229,0,No,Yes,Yes,Monday,No,No,353.81,1367.7,5
2587,210,0,Yes,Yes,Yes,Wednesday,No,No,399.985,1403.42,5
2069,217,0,Yes,Yes,No,Sunday,No,Yes,435.575,1514.45,4
1957,204,0,No,Yes,No,Sunday,No,Yes,387.435,1467.09,4
1028,200,0,Yes,Yes,Yes,Sunday,No,Yes,415.96,1620.14,2
2730,214,0,No,Yes,Yes,Sunday,No,Yes,423.63,1650.44,5
2605,209,0,No,Yes,Yes,Sunday,No,Yes,359.235,1616.22,5
2200,210,0,No,No,Yes,Friday,No,Yes,335.39,1509.51,4
4222,227,0,No,No,No,Saturday,No,Yes,377.48,1523.97,8
2472,203,0,No,Yes,Yes,Saturday,No,Yes,494.54,1538.41,4
661,151,0,No,Yes,Yes,Wednesday,Yes,No,271.845,1177.85,1
2752,224,0,Yes,Yes,Yes,Saturday,No,Yes,486.13,1663.73,5
2067,217,0,No,Yes,Yes,Saturday,No,Yes,418.305,1536.82,4
768,200,0,No,Yes,Yes,Sunday,No,Yes,448.63,1521.82,1
1378,215,0,No,No,Yes,Saturday,No,Yes,388.01,1470.98,3
2535,197,0,No,No,Yes,Friday,No,Yes,396.275,1467.39,5
1001,204,0,Yes,Yes,Yes,Wednesday,No,No,325.795,1233.97,2
888,209,0,No,Yes,Yes,Friday,No,Yes,453.03,1492.46,2
2581,203,0,Yes,Yes,Yes,Sunday,No,Yes,426.985,1585.38,5
2095,231,0,No,Yes,Yes,Tuesday,No,No,346.675,1248.86,4
761,216,0,No,Yes,Yes,Saturday,No,Yes,376.685,1533.02,1
4150,213,0,No,Yes,Yes,Thursday,No,No,426.35,1363.4,8
868,204,0,Yes,Yes,Yes,Friday,No,Yes,423.17,1542.72,2
2121,210,0,No,Yes,Yes,Sunday,No,Yes,430.145,1602.91,4
2037,209,0,No,Yes,Yes,Sunday,No,Yes,456.995,1653.28,4
1848,210,0,Yes,Yes,Yes,Monday,No,No,371.51,1381.08,3
2722,204,0,No,Yes,Yes,Friday,No,Yes,438.36,1633.69,5
2582,212,0,Yes,Yes,Yes,Saturday,No,Yes,474.77,1617.26,5
1287,224,0,No,Yes,Yes,Sunday,No,Yes,380.745,1548.52,2
1469,204,0,No,Yes,Yes,Saturday,No,Yes,415.625,1539.69,3
3897,198,0,No,No,Yes,Thursday,No,No,268.525,1301.51,7
2580,214,0,Yes,Yes,No,Friday,No,Yes,375.38,1547.31,5
1783,190,0,No,Yes,Yes,Thursday,No,No,326.825,1254.86,3
2127,219,0,No,Yes,No,Sunday,No,Yes,309.625,1501.77,4
1456,225,0,Yes,Yes,Yes,Saturday,No,Yes,448.33,1590.02,3
2267,207,0,No,Yes,Yes,Saturday,No,Yes,427.685,1636.37,4
2264,215,0,No,Yes,Yes,Saturday,No,Yes,413.29,1608.71,4
2535,206,0,No,Yes,Yes,Saturday,No,Yes,413.045,1575.56,5
2270,196,0,No,Yes,Yes,Wednesday,No,No,312.53,1326.87,4
931,212,0,No,Yes,Yes,Friday,No,Yes,380.735,1498.26,2
1713,210,0,No,Yes,Yes,Sunday,No,Yes,386.795,1537.48,3
1471,210,0,No,No,Yes,Sunday,No,Yes,331.505,1388.23,3
743,204,0,No,Yes,Yes,Friday,No,Yes,415.235,1362.02,1
2133,217,0,No,Yes,No,Saturday,No,Yes,374.895,1595.16,4
1717,224,0,No,Yes,Yes,Saturday,No,Yes,396.115,1531.89,3
1877,160,0,No,Yes,No,Saturday,Yes,Yes,246.695,1484.49,3
691,199,0,Yes,Yes,No,Sunday,No,Yes,318.605,1413.49,1
2960,211,0,No,No,Yes,Sunday,No,Yes,378.78,1612.53,5
2513,204,0,Yes,Yes,Yes,Saturday,No,Yes,437.535,1639,5
2173,205,0,Yes,No,Yes,Saturday,No,Yes,366.925,1529.8,4
1749,201,0,No,Yes,Yes,Sunday,No,Yes,391.535,1593.91,3
3991,205,0,No,Yes,Yes,Saturday,No,Yes,467.715,1702.68,7
1576,206,0,Yes,Yes,Yes,Saturday,No,Yes,404.24,1527.92,3
1031,203,0,Yes,Yes,Yes,Sunday,No,Yes,384.265,1607,2
1465,214,0,No,Yes,Yes,Sunday,No,Yes,426.095,1663.47,3
1964,199,0,No,No,Yes,Sunday,No,Yes,349.45,1418.8,4
1803,202,0,No,No,Yes,Thursday,No,No,240.745,1272.97,3
1725,214,0,No,Yes,Yes,Saturday,No,Yes,481.565,1562.55,3
532,211,0,No,Yes,Yes,Wednesday,No,No,285.02,1243.42,1
1832,217,0,No,Yes,Yes,Monday,No,No,327.9,1306.1,3
2134,222,0,Yes,No,Yes,Monday,No,No,273.79,1119.03,4
2105,215,0,No,No,Yes,Saturday,No,Yes,372.105,1469.52,4
1870,207,0,No,Yes,Yes,Friday,No,Yes,385.19,1512.49,3
2077,154,0,No,Yes,Yes,Tuesday,Yes,No,254.985,1296.04,4
927,209,0,No,No,Yes,Friday,No,Yes,320.005,1474.91,2
739,204,0,No,No,Yes,Sunday,No,Yes,324.185,1402.01,1
2825,200,0,No,Yes,Yes,Sunday,No,Yes,433.905,1589.98,5
865,207,0,No,Yes,Yes,Saturday,No,Yes,392.975,1478.11,2
831,210,0,No,Yes,Yes,Friday,No,Yes,374.945,1494.17,2
4117,208,0,Yes,Yes,Yes,Friday,No,Yes,489.465,1654.67,7
3693,224,0,No,Yes,Yes,Sunday,No,Yes,438.715,1706.79,7
1383,219,0,No,Yes,Yes,Monday,No,No,323.475,1277.68,3
4033,188,0,Yes,Yes,Yes,Sunday,No,Yes,468.245,1663.95,7
1359,205,0,No,Yes,Yes,Thursday,No,No,331.315,1254.79,2
853,198,0,No,Yes,Yes,Thursday,No,No,322.665,1209.89,2
2940,205,0,No,Yes,Yes,Sunday,No,Yes,432.53,1636.43,5
638,211,0,Yes,Yes,Yes,Sunday,No,Yes,422.11,1548.64,1
4191,215,0,No,Yes,Yes,Sunday,No,Yes,450.085,1686.44,8
2609,206,0,No,Yes,Yes,Thursday,No,No,377.455,1246.21,5
600,194,0,Yes,Yes,Yes,Saturday,No,Yes,462.72,1568.85,1
1864,203,0,No,Yes,Yes,Sunday,No,Yes,370.67,1608.36,3
1939,212,0,Yes,Yes,No,Friday,No,Yes,395.735,1592.92,4
934,167,0,Yes,Yes,Yes,Tuesday,Yes,No,231.5,1216.45,2
1779,213,0,No,Yes,Yes,Sunday,No,Yes,462.435,1618.22,3
789,206,0,No,Yes,Yes,Friday,No,Yes,371.765,1593.56,1
1071,214,0,No,Yes,Yes,Saturday,No,Yes,355.065,1566.11,2
3832,211,0,Yes,Yes,Yes,Monday,No,No,403.58,1466.2,7
3966,212,0,No,No,No,Sunday,No,Yes,321.14,1568.59,7
2446,215,0,No,Yes,Yes,Sunday,No,Yes,471.07,1646.81,4
2995,201,0,No,Yes,Yes,Thursday,No,No,353.055,1296.87,5
2641,210,0,Yes,Yes,Yes,Monday,No,No,357.395,1355.08,5
3848,214,0,No,Yes,Yes,Sunday,No,Yes,414.73,1631.65,7
892,209,0,No,Yes,Yes,Monday,No,No,368.51,1222.31,2
1391,211,0,No,No,Yes,Sunday,No,Yes,351.315,1413.3,3
2681,218,0,Yes,Yes,Yes,Tuesday,No,No,393.165,1310.71,5
1395,217,0,No,Yes,Yes,Saturday,No,Yes,417.875,1536.59,3
1961,223,0,No,Yes,Yes,Friday,No,Yes,428.015,1586.27,4
1487,205,0,No,Yes,Yes,Saturday,No,Yes,358.005,1566.92,3
977,201,0,No,Yes,Yes,Monday,No,No,294.575,1305.63,2
2037,207,0,No,No,Yes,Sunday,No,Yes,378.085,1462.39,4
2043,206,0,Yes,No,Yes,Monday,No,No,276.845,1247.21,4
2350,204,0,No,Yes,Yes,Sunday,No,Yes,402.89,1608.97,4
1552,221,0,No,Yes,Yes,Saturday,No,Yes,443.67,1571.01,3
2818,215,0,No,Yes,Yes,Friday,No,Yes,475.51,1586.06,5
1971,207,0,Yes,Yes,Yes,Saturday,No,Yes,457.145,1653.04,4
928,207,0,No,Yes,Yes,Sunday,No,Yes,380.38,1557.25,2
562,222,0,Yes,No,Yes,Monday,No,No,295.42,1100.99,1
2382,216,0,No,Yes,Yes,Thursday,No,No,324.16,1244.35,4
2605,201,0,No,No,Yes,Monday,No,No,285.825,1215.69,5
2434,220,0,No,No,Yes,Saturday,No,Yes,403.13,1525.72,4
504,170,0,No,Yes,Yes,Wednesday,Yes,No,216.03,1196.21,1
1902,215,0,No,Yes,Yes,Sunday,No,Yes,467.43,1598.45,3
1900,211,0,Yes,Yes,Yes,Sunday,No,Yes,441.01,1546.03,3
739,198,0,Yes,Yes,Yes,Monday,No,No,330.655,1278.54,1
2481,221,0,No,No,Yes,Sunday,No,Yes,385.435,1530.89,5
2658,199,0,No,Yes,No,Friday,No,Yes,396.41,1534.39,5
648,217,0,No,Yes,Yes,Saturday,No,Yes,410.12,1493,1
1557,216,0,No,Yes,Yes,Monday,No,No,298.665,1170.54,3
2825,200,0,No,Yes,No,Monday,No,No,334.895,1238.3,5
2421,221,0,No,No,Yes,Saturday,No,Yes,335.595,1491.01,4
791,214,0,No,Yes,Yes,Tuesday,No,No,308.155,1230.62,1
2612,210,0,No,Yes,Yes,Saturday,No,Yes,462.09,1517.4,5
4164,205,0,No,Yes,No,Monday,No,No,327.74,1262.58,8
1169,154,0,Yes,No,Yes,Friday,Yes,Yes,275.855,1459.14,2
1815,154,0,Yes,No,Yes,Friday,Yes,Yes,304.455,1531.5,3
735,211,0,Yes,Yes,Yes,Tuesday,No,No,302.215,1251.31,1
2064,212,0,No,Yes,Yes,Sunday,No,Yes,429.99,1600.46,4
2009,213,0,No,Yes,Yes,Saturday,No,Yes,410.795,1588.51,4
3292,216,0,No,Yes,Yes,Friday,No,Yes,459.72,1631.4,6
623,206,0,No,Yes,No,Tuesday,No,No,251.755,1103.56,1
2557,222,0,No,No,Yes,Monday,No,No,299.265,1242.74,5
786,192,0,No,Yes,Yes,Friday,No,Yes,377.96,1586.79,1
2117,213,0,Yes,Yes,Yes,Wednesday,No,No,353.985,1272.83,4
1499,214,0,Yes,Yes,Yes,Friday,No,Yes,452.765,1574.39,3
2325,216,0,No,Yes,Yes,Sunday,No,Yes,361.065,1546.38,4
2068,222,0,Yes,Yes,Yes,Thursday,No,No,332.49,1265.33,4
656,214,0,No,No,Yes,Tuesday,No,No,200.3,1129.9,1
3924,202,0,No,Yes,Yes,Thursday,No,No,389.45,1323.87,7
1341,217,0,No,Yes,Yes,Sunday,No,Yes,365.285,1584.26,2
1627,209,0,No,Yes,Yes,Saturday,No,Yes,422.485,1566.96,3
2675,210,0,No,No,Yes,Wednesday,No,No,249.705,1225.59,5
3885,208,0,No,Yes,No,Saturday,No,Yes,441.435,1549.66,7
882,203,0,No,Yes,Yes,Sunday,No,Yes,371.67,1519.21,2
1134,211,0,Yes,Yes,Yes,Tuesday,No,No,330.86,1145.59,2
2299,204,0,Yes,No,Yes,Friday,No,Yes,386.345,1538.78,4
679,208,0,Yes,No,Yes,Sunday,No,Yes,426.155,1466.52,1
1825,211,0,No,Yes,Yes,Wednesday,No,No,332.925,1302.69,3
3958,210,0,No,Yes,Yes,Sunday,No,Yes,490.99,1734.7,7
750,213,0,No,Yes,Yes,Monday,No,No,337.93,1238.98,1
1934,209,0,Yes,Yes,Yes,Wednesday,No,No,333.83,1221.2,4
928,204,0,Yes,Yes,Yes,Sunday,No,Yes,356.86,1554.56,2
1367,207,0,Yes,No,Yes,Sunday,No,Yes,334.305,1511.94,2
1761,203,0,No,No,Yes,Friday,No,Yes,330.365,1487,3
883,201,0,Yes,No,Yes,Saturday,No,Yes,329.885,1399.47,2
1608,165,0,No,Yes,Yes,Wednesday,Yes,No,254.91,1249.13,3
2535,208,0,Yes,Yes,Yes,Wednesday,No,No,351.685,1284.22,5
2230,195,0,No,Yes,Yes,Wednesday,No,No,340,1324.29,4
837,215,0,Yes,Yes,Yes,Friday,No,Yes,441.315,1551.85,2
1566,202,0,No,Yes,Yes,Saturday,No,Yes,409.03,1582.81,3
536,201,0,No,Yes,Yes,Friday,No,Yes,443.12,1537.18,1
2094,217,0,No,Yes,Yes,Sunday,No,Yes,413.74,1588.93,4
2818,201,0,No,Yes,No,Saturday,No,Yes,354.26,1594.45,5
2580,214,0,No,Yes,Yes,Saturday,No,Yes,413.29,1687.33,5
2364,205,0,No,Yes,Yes,Sunday,No,Yes,481.73,1620.25,4
1796,225,0,Yes,Yes,Yes,Saturday,No,Yes,416.88,1554.37,3
4089,203,0,No,Yes,Yes,Monday,No,No,358.335,1405,7
860,205,0,No,Yes,Yes,Tuesday,No,No,321.91,1198.87,2
1988,212,0,No,Yes,Yes,Saturday,No,Yes,465.31,1499.37,4
4094,222,0,No,Yes,Yes,Saturday,No,Yes,457.37,1706.82,7
1328,224,0,No,Yes,No,Sunday,No,Yes,383.38,1454.96,2
717,225,0,No,No,Yes,Monday,No,No,213.705,1119.87,1
2031,203,0,No,Yes,Yes,Saturday,No,Yes,392.705,1609.88,4
1527,201,0,No,Yes,Yes,Sunday,No,Yes,405.825,1480.26,3
3973,227,0,Yes,No,Yes,Wednesday,No,No,351.925,1269.23,7
2645,214,0,Yes,Yes,Yes,Sunday,No,Yes,435.395,1651.84,5
1692,203,0,No,Yes,Yes,Tuesday,No,No,297.21,1282.82,3
1634,207,0,No,Yes,Yes,Wednesday,No,No,338.37,1296.89,3
2370,212,0,No,Yes,Yes,Saturday,No,Yes,434.91,1602.66,4
2515,215,0,Yes,Yes,Yes,Sunday,No,Yes,430.945,1627.17,5
1782,166,0,No,Yes,No,Friday,Yes,Yes,267.31,1420.82,3
2317,218,0,No,Yes,Yes,Sunday,No,Yes,423.195,1623.8,4
2526,218,0,Yes,No,Yes,Monday,No,No,327.75,1213.31,5
4152,202,0,No,Yes,Yes,Sunday,No,Yes,454.76,1671.61,8
2954,221,0,Yes,Yes,Yes,Saturday,No,Yes,469.8,1685.09,5
2412,208,0,Yes,Yes,Yes,Thursday,No,No,358.23,1303.59,4
2294,215,0,Yes,Yes,Yes,Saturday,No,Yes,496.48,1618.78,4
2674,198,0,No,No,Yes,Sunday,No,Yes,391.79,1477.15,5
1981,200,0,No,No,No,Tuesday,No,No,221.915,1090.84,4
2815,222,0,Yes,No,Yes,Saturday,No,Yes,389.245,1568.17,5
961,200,0,No,Yes,Yes,Friday,No,Yes,404.625,1481.1,2
691,226,0,No,Yes,Yes,Tuesday,No,No,282.515,1181.54,1
1006,190,0,No,Yes,No,Tuesday,No,No,238.99,1154.84,2
888,213,0,No,Yes,No,Saturday,No,Yes,315.58,1504.95,2
1725,222,0,No,Yes,Yes,Saturday,No,Yes,458.825,1643.01,3
2804,217,0,Yes,Yes,Yes,Tuesday,No,No,361.06,1393.64,5
2162,213,0,No,Yes,Yes,Friday,No,Yes,454.58,1604.17,4
953,160,0,No,Yes,Yes,Saturday,Yes,Yes,340.735,1507.58,2
1378,161,0,Yes,Yes,Yes,Saturday,Yes,Yes,378.61,1483.3,3
2368,201,0,No,Yes,Yes,Friday,No,Yes,418.94,1609.8,4
1799,223,0,No,Yes,Yes,Saturday,No,Yes,462.735,1587.92,3
749,221,0,No,Yes,Yes,Friday,No,Yes,417.665,1542.51,1
626,212,0,No,Yes,Yes,Tuesday,No,No,318.59,1229.33,1
3995,201,0,No,No,No,Saturday,No,Yes,297.985,1646.83,7
3763,210,0,No,Yes,Yes,Saturday,No,Yes,470.315,1672.73,7
1985,206,0,Yes,No,Yes,Thursday,No,No,310.805,1231.87,4
825,215,0,No,No,Yes,Saturday,No,Yes,316.805,1413.05,2
828,210,0,No,Yes,Yes,Sunday,No,Yes,368.95,1529.92,2
1086,194,0,No,Yes,Yes,Wednesday,No,No,337.64,1218.43,2
2047,216,0,No,Yes,Yes,Sunday,No,Yes,426.485,1483.89,4
615,209,0,No,Yes,Yes,Wednesday,No,No,274.235,1218.57,1
2235,213,0,No,No,Yes,Friday,No,Yes,386.715,1515.78,4
2154,217,0,Yes,Yes,Yes,Friday,No,Yes,452.78,1702.28,4
717,224,0,No,Yes,Yes,Saturday,No,Yes,415.805,1499.07,1
2015,204,0,Yes,Yes,Yes,Tuesday,No,No,318.965,1361.14,4
634,208,0,Yes,Yes,Yes,Saturday,No,Yes,363.56,1520.19,1
3982,209,0,Yes,Yes,Yes,Saturday,No,Yes,519.73,1668.21,7
2575,205,0,No,Yes,Yes,Monday,No,No,368.065,1368.12,5
3687,202,0,No,Yes,Yes,Monday,No,No,431.305,1355.23,7
1719,212,0,Yes,No,Yes,Friday,No,Yes,346.685,1545.51,3
1380,166,0,No,Yes,Yes,Thursday,Yes,No,281.65,1141.38,3
2042,210,0,Yes,No,Yes,Friday,No,Yes,426.61,1540.92,4
2062,204,0,No,Yes,Yes,Wednesday,No,No,326.49,1222.2,4
517,202,0,No,No,Yes,Sunday,No,Yes,352.555,1397.01,1
853,167,0,No,Yes,Yes,Saturday,Yes,Yes,292.505,1512.1,2
279,203,0,No,Yes,Yes,Monday,No,No,350.735,1206.31,1
2047,205,0,No,Yes,Yes,Monday,No,No,343.055,1303.33,4
2144,197,0,No,Yes,Yes,Saturday,No,Yes,426.11,1558.97,4
2389,202,0,Yes,Yes,Yes,Saturday,No,Yes,457.975,1617.3,4
1651,215,0,No,Yes,No,Monday,No,No,242.445,1194.63,3
2141,195,0,No,No,Yes,Friday,No,Yes,368.495,1447.27,4
2078,204,0,No,Yes,Yes,Sunday,No,Yes,441.01,1577.3,4
2257,204,0,No,Yes,Yes,Wednesday,No,No,365.575,1293.69,4
1443,188,0,Yes,Yes,Yes,Friday,No,Yes,419.565,1531.07,3
1812,211,0,No,Yes,Yes,Saturday,No,Yes,407.14,1463.98,3
3977,206,0,No,No,No,Friday,No,Yes,286.775,1556.36,7
2057,214,0,No,No,Yes,Saturday,No,Yes,400.815,1517.85,4
3933,205,0,Yes,No,No,Friday,No,Yes,336.525,1606.69,7
695,207,0,Yes,Yes,Yes,Thursday,No,No,343.995,1198.91,1
4276,212,0,No,Yes,Yes,Friday,No,Yes,437.73,1671,8
2036,218,0,Yes,Yes,Yes,Friday,No,Yes,487.89,1585.74,4
1583,204,0,No,No,Yes,Friday,No,Yes,399.815,1427.39,3
1960,211,0,No,No,Yes,Sunday,No,Yes,331.61,1435.76,4
3998,225,0,No,Yes,Yes,Monday,No,No,373.83,1434.16,7
1740,204,0,No,Yes,Yes,Wednesday,No,No,364.55,1307.35,3
2325,202,0,No,Yes,Yes,Saturday,No,Yes,429.795,1526.17,4
2111,206,0,Yes,Yes,Yes,Sunday,No,Yes,395.055,1532.31,4
3847,222,0,No,No,Yes,Wednesday,No,No,289.215,1322.94,7
1998,204,0,No,Yes,Yes,Saturday,No,Yes,443.7,1512.27,4
3889,211,0,No,No,Yes,Wednesday,No,No,351.115,1376.16,7
1933,214,0,No,Yes,Yes,Tuesday,No,No,349.755,1259.35,4
2390,208,0,Yes,Yes,Yes,Tuesday,No,No,379.42,1296.31,4
994,209,0,No,Yes,Yes,Saturday,No,Yes,407.44,1529.57,2
822,204,0,No,Yes,Yes,Friday,No,Yes,353.48,1511.48,1
2005,203,0,No,Yes,Yes,Saturday,No,Yes,467.025,1563.45,4
675,204,0,No,Yes,Yes,Sunday,No,Yes,371.355,1509.35,1
3845,205,0,No,No,Yes,Thursday,No,No,300.235,1303.46,7
